"transaction_id","date","client_id","produit_id","vendeur_id","quantite","prix_unitaire","montant_total","methode_paiement","statut_livraison","delai_livraison_jours","prenom","nom","age","genre","ville","code_postal","date_inscription","nb_commandes_total","montant_depense_total","nom_vendeur","region","anciennete_mois","objectif_mensuel","nom_produit","categorie","prix_achat","stock_actuel","fournisseur"
"TRX00000954",2023-03-19,"CLI00051","PROD0080","VEND012",2,102.91,205.82,"CB","Livré",3,"Quentin","Robert",27,"Femme","Marseille",13000,2022-03-07,26,23026.7,"Thomas Leroy","Est",89,40800,"Adaptateur USB 3","Accessoires",82.09,251,"TechSource"
"TRX00000955",2023-03-19,"CLI00469","PROD0050","VEND011",2,755.14,1510.28,"PayPal","Livré",2,"Diana","Bernard",33,"Homme","Lille",59000,2023-02-10,21,42824.9,"Emma Durand","Nord",31,50800,"Ultrabook Air 2","Ordinateurs",626.28,242,"DigitalHub"
"TRX00000956",2023-03-19,"CLI00319","PROD0071","VEND015",1,641.08,641.08,"CB","Annulé",0,"Ethan","Martin",30,"Femme","Marseille",13000,2021-12-05,28,43538.72,"Camille David","Est",57,55800,"Clavier Gaming RGB 1","Gaming",335.28,271,"ElectroWorld"
"TRX00000957",2023-03-19,"CLI00349","PROD0022","VEND017",1,447.05,447.05,"CB","Livré",3,"Charlie","Garcia",45,"Homme","Bordeaux",33000,2021-07-04,14,17638.69,"Sarah Roux","Sud",101,44800,"Enceinte Portable 2","Audio",296.23,479,"GadgetPro"
"TRX00000958",2023-03-20,"CLI00146","PROD0027","VEND012",2,862.24,1724.48,"CB","Livré",5,"Quentin","Bertrand",31,"Homme","Paris",75000,2020-12-27,29,32560.67,"Thomas Leroy","Est",89,40800,"Pixel Ultra","Smartphones",698.94,334,"TechSource"
"TRX00000959",2023-03-20,"CLI00104","PROD0059","VEND011",1,1347.53,1347.53,"PayPal","Livré",6,"Bob","Laurent",51,"Homme","Bordeaux",33000,2020-10-25,24,21634.96,"Emma Durand","Nord",31,50800,"WorkStation Z","Ordinateurs",767.83,462,"TechSupply"
"TRX00000960",2023-03-20,"CLI00091","PROD0053","VEND002",1,386.24,386.24,"CB","Livré",3,"George","Michel",22,"Homme","Bordeaux",33000,2022-09-14,26,30797.11,"Pierre Dubois","Sud",34,78400,"Clavier Gaming RGB","Gaming",281.83,279,"GadgetPro"
"TRX00000961",2023-03-20,"CLI00234","PROD0056","VEND019",1,31.89,31.89,"CB","Livré",4,"Bob","Robert",52,"Homme","Lille",59000,2022-01-29,21,19011.31,"Manon Fournier","Nord",39,32700,"Support Laptop","Accessoires",20.42,106,"ElectroWorld"
"TRX00000962",2023-03-20,"CLI00427","PROD0067","VEND020",2,477.87,955.74,"PayPal","Livré",3,"Oscar","Roux",32,"Homme","Marseille",13000,2022-06-08,21,25501.1,"Antoine Girard","Ouest",59,69300,"Manette Pro Controller 1","Gaming",212.65,154,"TechSupply"
"TRX00000963",2023-03-20,"CLI00384","PROD0021","VEND012",3,717.95,2153.85,"PayPal","Livré",4,"Charlie","Dubois",37,"Femme","Marseille",13000,2021-11-04,21,23432.89,"Thomas Leroy","Est",89,40800,"Ultrabook Air 1","Ordinateurs",480.85,476,"TechSupply"
"TRX00000964",2023-03-20,"CLI00287","PROD0033","VEND006",4,320.87,1283.48,"CB","Livré",5,"Rachel","Durand",29,"Femme","Toulouse",31000,2023-10-08,17,13399.44,"Paul Bernard","Ouest",78,50000,"Microphone Studio 1","Audio",134.82,177,"TechSource"
"TRX00000965",2023-03-20,"CLI00365","PROD0074","VEND006",1,223.26,223.26,"CB","Livré",6,"Kevin","Simon",48,"Homme","Rennes",35000,2022-03-14,18,19643.76,"Paul Bernard","Ouest",78,50000,"Hub USB-C 2","Accessoires",91.29,276,"GadgetPro"
"TRX00000966",2023-03-21,"CLI00082","PROD0052","VEND015",2,753.2,1506.4,"CB","Livré",4,"Quentin","Bertrand",37,"Femme","Strasbourg",67000,2020-05-04,24,33903.85,"Camille David","Est",57,55800,"Phone X12 1","Smartphones",456.46,334,"TechSupply"
"TRX00000967",2023-03-21,"CLI00126","PROD0059","VEND009",1,1762.5,1762.5,"CB","Livré",6,"Marc","Bertrand",33,"Femme","Rennes",35000,2021-02-01,22,31853.69,"Julie Richard","Ouest",76,42900,"WorkStation Z","Ordinateurs",767.83,462,"TechSupply"
"TRX00000968",2023-03-21,"CLI00317","PROD0015","VEND013",1,124.23,124.23,"PayPal","Livré",2,"Kevin","Moreau",35,"Femme","Lyon",69000,2020-12-09,24,29175.5,"Laura Michel","Sud",21,56100,"Câble Lightning","Accessoires",62.64,120,"TechSupply"
"TRX00000969",2023-03-21,"CLI00198","PROD0031","VEND020",3,1038.56,3115.68,"PayPal","Livré",3,"Diana","Dubois",39,"Homme","Nantes",44000,2022-02-10,27,36008.86,"Antoine Girard","Ouest",59,69300,"Mini PC Compact 3","Ordinateurs",657.55,50,"TechSupply"
"TRX00000970",2023-03-21,"CLI00002","PROD0011","VEND018",3,1347.89,4043.67,"Virement","Livré",6,"Oscar","Lefebvre",50,"Homme","Lyon",69000,2023-04-13,18,22837.22,"Julien Lefebvre","Sud",44,41200,"Laptop Pro 15 1","Ordinateurs",737.48,367,"ElectroWorld"
"TRX00000971",2023-03-21,"CLI00088","PROD0078","VEND012",2,243.5,487,"CB","Livré",6,"Diana","Durand",30,"Homme","Lyon",69000,2020-03-05,23,23501.98,"Thomas Leroy","Est",89,40800,"Enceinte Portable 4","Audio",124.15,491,"GadgetPro"
"TRX00000972",2023-03-22,"CLI00372","PROD0043","VEND019",1,899.25,899.25,"PayPal","Livré",3,"Rachel","Michel",23,"Homme","Nantes",44000,2020-02-02,14,16902.08,"Manon Fournier","Nord",39,32700,"Galaxy Note Pro 4","Smartphones",409.88,272,"TechSupply"
"TRX00000973",2023-03-22,"CLI00475","PROD0016","VEND014",2,1376.85,2753.7,"CB","En cours",4,"Oscar","David",21,"Homme","Paris",75000,2020-12-20,18,21827.31,"Alexandre Garcia","Sud",50,74400,"All-in-One Pro","Ordinateurs",698.17,109,"TechSource"
"TRX00000974",2023-03-22,"CLI00188","PROD0014","VEND012",3,143.22,429.66,"CB","Livré",3,"Oscar","Moreau",34,"Femme","Nice",6000,2023-05-08,22,19650.62,"Thomas Leroy","Est",89,40800,"Microphone Studio","Audio",86.4,158,"DigitalHub"
"TRX00000975",2023-03-22,"CLI00396","PROD0019","VEND015",1,1209.94,1209.94,"CB","Livré",3,"Ethan","Moreau",26,"Homme","Strasbourg",67000,2022-02-18,25,23490.89,"Camille David","Est",57,55800,"iPhone Max 1","Smartphones",635.59,482,"DigitalHub"
"TRX00000976",2023-03-22,"CLI00288","PROD0026","VEND020",2,702.33,1404.66,"CB","Livré",3,"Tania","Robert",56,"Femme","Rennes",35000,2020-01-01,14,11700.4,"Antoine Girard","Ouest",59,69300,"Carte Capture","Gaming",288.28,377,"TechSource"
"TRX00000977",2023-03-22,"CLI00174","PROD0006","VEND015",2,212.21,424.42,"CB","En cours",4,"Quentin","Bertrand",23,"Homme","Nantes",44000,2020-03-19,20,18833.6,"Camille David","Est",57,55800,"Cable HDMI","Accessoires",85.17,493,"TechSource"
"TRX00000978",2023-03-22,"CLI00151","PROD0051","VEND005",1,26.25,26.25,"PayPal","Livré",4,"Nina","Richard",50,"Homme","Toulouse",31000,2020-07-30,19,22069.94,"Anne Simon","Sud",62,30700,"Cable HDMI 2","Accessoires",18.45,349,"DigitalHub"
"TRX00000979",2023-03-22,"CLI00207","PROD0082","VEND011",1,719.56,719.56,"PayPal","Livré",4,"Kevin","Laurent",35,"Femme","Lyon",69000,2022-11-05,21,39475.6,"Emma Durand","Nord",31,50800,"Microphone Studio 3","Audio",290.32,472,"TechSource"
"TRX00000980",2023-03-23,"CLI00141","PROD0046","VEND017",1,179,179,"CB","Livré",6,"Charlie","Roux",47,"Femme","Bordeaux",33000,2021-05-04,30,40626.76,"Sarah Roux","Sud",101,44800,"Hub USB-C 1","Accessoires",77.28,309,"DigitalHub"
"TRX00000981",2023-03-23,"CLI00458","PROD0065","VEND009",2,326.28,652.56,"CB","Livré",6,"Diana","Leroy",31,"Homme","Nice",6000,2020-08-26,18,14212.3,"Julie Richard","Ouest",76,42900,"Souris Gamer","Gaming",237.62,159,"ElectroWorld"
"TRX00000982",2023-03-23,"CLI00196","PROD0046","VEND015",1,122.95,122.95,"CB","Livré",5,"Charlie","Leroy",62,"Homme","Marseille",13000,2023-07-15,22,33520.3,"Camille David","Est",57,55800,"Hub USB-C 1","Accessoires",77.28,309,"DigitalHub"
"TRX00000983",2023-03-23,"CLI00128","PROD0059","VEND006",1,1780.54,1780.54,"CB","Livré",7,"Marc","Lefebvre",22,"Homme","Strasbourg",67000,2023-09-18,23,26244.47,"Paul Bernard","Ouest",78,50000,"WorkStation Z","Ordinateurs",767.83,462,"TechSupply"
"TRX00000984",2023-03-23,"CLI00229","PROD0077","VEND010",2,495.18,990.36,"Virement","Livré",3,"Bob","Lefebvre",39,"Femme","Rennes",35000,2023-03-09,18,19664.46,"Luc Petit","Sud",7,37500,"OnePlus Flagship 1","Smartphones",223.7,419,"TechSupply"
"TRX00000985",2023-03-23,"CLI00131","PROD0010","VEND008",2,373.44,746.88,"PayPal","Livré",1,"Ivan","Durand",44,"Femme","Strasbourg",67000,2023-07-12,19,17368.19,"Marc Robert","Sud",9,36100,"Galaxy Note Pro 1","Smartphones",210.66,423,"TechSupply"
"TRX00000986",2023-03-23,"CLI00419","PROD0001","VEND017",1,62.12,62.12,"PayPal","Livré",3,"Oscar","Roux",40,"Homme","Toulouse",31000,2021-11-01,13,11618.53,"Sarah Roux","Sud",101,44800,"Adaptateur USB","Accessoires",30.63,408,"GadgetPro"
"TRX00000987",2023-03-23,"CLI00417","PROD0049","VEND001",5,49.37,246.85,"PayPal","Livré",5,"Bob","Bertrand",41,"Homme","Marseille",13000,2022-08-24,22,32634.73,"Sophie Martin","Est",92,44600,"Souris Gaming Pro","Accessoires",30.71,365,"TechSource"
"TRX00000988",2023-03-23,"CLI00225","PROD0012","VEND001",2,1223.68,2447.36,"CB","Livré",6,"Ethan","Roux",52,"Homme","Nice",6000,2021-05-19,16,13992.74,"Sophie Martin","Est",92,44600,"iPhone Max","Smartphones",719.89,285,"DigitalHub"
"TRX00000989",2023-03-23,"CLI00418","PROD0022","VEND018",1,507.3,507.3,"PayPal","Livré",6,"Laura","Leroy",50,"Homme","Toulouse",31000,2022-12-04,25,32547.72,"Julien Lefebvre","Sud",44,41200,"Enceinte Portable 2","Audio",296.23,479,"GadgetPro"
"TRX00000990",2023-03-23,"CLI00425","PROD0095","VEND003",4,582.38,2329.52,"CB","Livré",4,"Bob","Bernard",39,"Femme","Nice",6000,2021-11-27,17,16912.75,"Marie Laurent","Est",35,65000,"Pixel Ultra 5","Smartphones",447.98,38,"TechSupply"
"TRX00000991",2023-03-24,"CLI00053","PROD0071","VEND010",1,634.89,634.89,"PayPal","Livré",3,"Fanny","Leroy",30,"Homme","Lille",59000,2022-01-30,17,20992.84,"Luc Petit","Sud",7,37500,"Clavier Gaming RGB 1","Gaming",335.28,271,"ElectroWorld"
"TRX00000992",2023-03-24,"CLI00173","PROD0005","VEND001",4,1596.73,6386.92,"PayPal","Livré",6,"Ivan","Simon",35,"Homme","Lyon",69000,2022-06-14,17,16021.45,"Sophie Martin","Est",92,44600,"Mini PC Compact 1","Ordinateurs",735.13,415,"DigitalHub"
"TRX00000993",2023-03-24,"CLI00301","PROD0094","VEND002",4,635.98,2543.92,"CB","Livré",7,"Bob","Bertrand",31,"Femme","Marseille",13000,2020-02-12,30,25666.77,"Pierre Dubois","Sud",34,78400,"Casque Bluetooth Pro 1","Audio",286.39,366,"TechSupply"
"TRX00000994",2023-03-24,"CLI00461","PROD0087","VEND003",2,1188.25,2376.5,"CB","Livré",3,"Rachel","Roux",58,"Femme","Paris",75000,2020-11-13,17,13249.81,"Marie Laurent","Est",35,65000,"All-in-One Pro 1","Ordinateurs",823.91,454,"TechSupply"
"TRX00000995",2023-03-24,"CLI00410","PROD0092","VEND006",1,389.46,389.46,"CB","Livré",5,"Diana","Robert",33,"Homme","Lyon",69000,2023-03-25,15,9760.43,"Paul Bernard","Ouest",78,50000,"Casque Bluetooth Pro","Audio",179.39,183,"TechSource"
"TRX00000996",2023-03-24,"CLI00363","PROD0060","VEND016",2,526.71,1053.42,"CB","Livré",3,"George","Moreau",31,"Homme","Strasbourg",67000,2021-11-12,18,19501.03,"Nicolas Bertrand","Est",118,51300,"Pixel Ultra 2","Smartphones",252.16,150,"TechSupply"
"TRX00000997",2023-03-24,"CLI00319","PROD0059","VEND009",1,1491.55,1491.55,"Virement","Livré",3,"Ethan","Martin",30,"Femme","Marseille",13000,2021-12-05,28,43538.72,"Julie Richard","Ouest",76,42900,"WorkStation Z","Ordinateurs",767.83,462,"TechSupply"
"TRX00000998",2023-03-24,"CLI00373","PROD0012","VEND014",3,1698.1,5094.3,"Virement","Livré",2,"Hannah","Durand",39,"Homme","Strasbourg",67000,2020-02-21,11,20924.23,"Alexandre Garcia","Sud",50,74400,"iPhone Max","Smartphones",719.89,285,"DigitalHub"
"TRX00000999",2023-03-24,"CLI00395","PROD0068","VEND020",2,587.13,1174.26,"CB","Livré",5,"Tania","Durand",32,"Homme","Strasbourg",67000,2020-07-15,18,11520.99,"Antoine Girard","Ouest",59,69300,"Manette Pro Controller 2","Gaming",351.04,425,"ElectroWorld"
"TRX00001000",2023-03-24,"CLI00020","PROD0023","VEND003",1,460.46,460.46,"CB","Livré",4,"Nina","Robert",34,"Homme","Bordeaux",33000,2022-03-13,22,31067.81,"Marie Laurent","Est",35,65000,"Écouteurs Sport","Audio",185.6,198,"ElectroWorld"
"TRX00001001",2023-03-24,"CLI00339","PROD0046","VEND010",1,155.76,155.76,"CB","Livré",5,"Charlie","Petit",49,"Femme","Toulouse",31000,2022-04-24,25,25409.32,"Luc Petit","Sud",7,37500,"Hub USB-C 1","Accessoires",77.28,309,"DigitalHub"
"TRX00001002",2023-03-24,"CLI00084","PROD0088","VEND001",4,783.07,3132.28,"PayPal","Livré",5,"Diana","Richard",52,"Homme","Lille",59000,2022-10-30,21,25395.63,"Sophie Martin","Est",92,44600,"All-in-One Pro 2","Ordinateurs",412.93,225,"ElectroWorld"
"TRX00001003",2023-03-25,"CLI00287","PROD0084","VEND016",1,302.48,302.48,"CB","Livré",5,"Rachel","Durand",29,"Femme","Toulouse",31000,2023-10-08,17,13399.44,"Nicolas Bertrand","Est",118,51300,"Souris Gamer 2","Gaming",164.66,309,"GadgetPro"
"TRX00001004",2023-03-25,"CLI00127","PROD0061","VEND014",1,214.91,214.91,"CB","Livré",4,"Laura","Richard",27,"Homme","Lille",59000,2020-08-04,22,16652.93,"Alexandre Garcia","Sud",50,74400,"Enceinte Portable 3","Audio",98.34,153,"TechSupply"
"TRX00001005",2023-03-25,"CLI00323","PROD0077","VEND014",5,339.58,1697.9,"CB","Livré",4,"Julia","Martin",56,"Homme","Marseille",13000,2022-02-21,12,17291.84,"Alexandre Garcia","Sud",50,74400,"OnePlus Flagship 1","Smartphones",223.7,419,"TechSupply"
"TRX00001006",2023-03-25,"CLI00450","PROD0056","VEND002",3,33.13,99.39,"Virement","Livré",6,"Julia","Durand",41,"Femme","Lyon",69000,2023-12-26,33,30683.83,"Pierre Dubois","Sud",34,78400,"Support Laptop","Accessoires",20.42,106,"ElectroWorld"
"TRX00001007",2023-03-25,"CLI00292","PROD0077","VEND009",1,322.78,322.78,"PayPal","Livré",4,"Simon","Laurent",37,"Femme","Paris",75000,2020-05-18,28,26323.44,"Julie Richard","Ouest",76,42900,"OnePlus Flagship 1","Smartphones",223.7,419,"TechSupply"
"TRX00001008",2023-03-25,"CLI00247","PROD0043","VEND011",5,520.18,2600.9,"CB","Livré",6,"Ivan","Moreau",45,"Homme","Lyon",69000,2023-05-20,19,19077.8,"Emma Durand","Nord",31,50800,"Galaxy Note Pro 4","Smartphones",409.88,272,"TechSupply"
"TRX00001009",2023-03-25,"CLI00391","PROD0088","VEND005",3,606.26,1818.78,"CB","Livré",8,"Tania","Thomas",21,"Femme","Paris",75000,2021-03-02,22,18718.16,"Anne Simon","Sud",62,30700,"All-in-One Pro 2","Ordinateurs",412.93,225,"ElectroWorld"
"TRX00001010",2023-03-25,"CLI00358","PROD0016","VEND017",2,1040.85,2081.7,"CB","Livré",4,"Julia","Leroy",44,"Homme","Lille",59000,2022-11-05,23,21920.53,"Sarah Roux","Sud",101,44800,"All-in-One Pro","Ordinateurs",698.17,109,"TechSource"
"TRX00001011",2023-03-25,"CLI00231","PROD0088","VEND014",3,709.81,2129.43,"PayPal","Livré",3,"Oscar","Richard",23,"Homme","Strasbourg",67000,2022-02-07,16,25273.38,"Alexandre Garcia","Sud",50,74400,"All-in-One Pro 2","Ordinateurs",412.93,225,"ElectroWorld"
"TRX00001012",2023-03-26,"CLI00234","PROD0064","VEND004",4,61.15,244.6,"CB","Livré",5,"Bob","Robert",52,"Homme","Lille",59000,2022-01-29,21,19011.31,"Jean Moreau","Ouest",86,67300,"Câble Lightning 3","Accessoires",42.89,254,"TechSupply"
"TRX00001013",2023-03-26,"CLI00163","PROD0090","VEND006",1,123.69,123.69,"CB","Livré",1,"Tania","Thomas",40,"Femme","Lille",59000,2023-11-25,18,20645.03,"Paul Bernard","Ouest",78,50000,"Housse Protection 1","Accessoires",68.84,76,"ElectroWorld"
"TRX00001014",2023-03-26,"CLI00382","PROD0003","VEND008",1,1171.91,1171.91,"CB","Livré",4,"Tania","Laurent",54,"Homme","Nice",6000,2022-01-31,19,26262.64,"Marc Robert","Sud",9,36100,"OnePlus Flagship","Smartphones",509.04,277,"DigitalHub"
"TRX00001015",2023-03-26,"CLI00183","PROD0079","VEND008",1,1169.88,1169.88,"PayPal","Livré",7,"Alice","Simon",37,"Femme","Lyon",69000,2021-01-05,12,14596.07,"Marc Robert","Sud",9,36100,"Galaxy Note Pro 6","Smartphones",521.32,237,"ElectroWorld"
"TRX00001016",2023-03-26,"CLI00213","PROD0052","VEND004",1,692.37,692.37,"PayPal","Livré",2,"Charlie","Leroy",30,"Homme","Lyon",69000,2021-11-16,21,17870.52,"Jean Moreau","Ouest",86,67300,"Phone X12 1","Smartphones",456.46,334,"TechSupply"
"TRX00001017",2023-03-26,"CLI00330","PROD0090","VEND005",1,137.69,137.69,"CB","Livré",3,"Hannah","Dubois",29,"Homme","Marseille",13000,2021-11-22,22,21979.87,"Anne Simon","Sud",62,30700,"Housse Protection 1","Accessoires",68.84,76,"ElectroWorld"
"TRX00001018",2023-03-26,"CLI00309","PROD0046","VEND005",3,167.54,502.62,"CB","Livré",2,"Julia","Bertrand",36,"Homme","Toulouse",31000,2021-09-29,22,31427.81,"Anne Simon","Sud",62,30700,"Hub USB-C 1","Accessoires",77.28,309,"DigitalHub"
"TRX00001019",2023-03-26,"CLI00011","PROD0041","VEND011",3,43.34,130.02,"CB","Livré",5,"Ivan","Lefebvre",32,"Femme","Lyon",69000,2022-04-14,27,32990.84,"Emma Durand","Nord",31,50800,"Câble Lightning 2","Accessoires",23.24,211,"DigitalHub"
"TRX00001020",2023-03-26,"CLI00305","PROD0013","VEND007",3,429.42,1288.26,"Virement","Livré",5,"Kevin","Richard",42,"Homme","Toulouse",31000,2022-03-28,24,29230.39,"Claire Thomas","Sud",108,52700,"Enceinte Portable 1","Audio",174.12,395,"GadgetPro"
"TRX00001021",2023-03-26,"CLI00352","PROD0007","VEND012",4,425,1700,"CB","Livré",10,"Oscar","Bertrand",40,"Homme","Bordeaux",33000,2023-12-15,20,22865.16,"Thomas Leroy","Est",89,40800,"Galaxy Note Pro","Smartphones",315.69,24,"GadgetPro"
"TRX00001022",2023-03-26,"CLI00164","PROD0025","VEND012",2,63.94,127.88,"Virement","Livré",4,"Diana","David",29,"Femme","Strasbourg",67000,2021-01-04,21,15724.05,"Thomas Leroy","Est",89,40800,"Casque Gaming","Audio",52.28,150,"TechSource"
"TRX00001023",2023-03-27,"CLI00367","PROD0067","VEND015",2,394.02,788.04,"Virement","Livré",3,"Quentin","Bernard",32,"Homme","Marseille",13000,2020-07-09,29,49864,"Camille David","Est",57,55800,"Manette Pro Controller 1","Gaming",212.65,154,"TechSupply"
"TRX00001024",2023-03-27,"CLI00228","PROD0047","VEND004",1,29.35,29.35,"CB","En cours",4,"Julia","Bernard",25,"Femme","Lille",59000,2020-11-26,21,19194.54,"Jean Moreau","Ouest",86,67300,"Adaptateur USB 2","Accessoires",21.23,418,"ElectroWorld"
"TRX00001025",2023-03-27,"CLI00153","PROD0058","VEND011",2,944.66,1889.32,"PayPal","Livré",3,"Nina","Laurent",37,"Femme","Nantes",44000,2022-09-06,19,18390.62,"Emma Durand","Nord",31,50800,"Chaise Gaming","Gaming",390,476,"TechSource"
"TRX00001026",2023-03-27,"CLI00472","PROD0087","VEND007",3,1347.36,4042.08,"CB","Livré",3,"Kevin","Petit",48,"Homme","Nice",6000,2020-01-03,18,17189.46,"Claire Thomas","Sud",108,52700,"All-in-One Pro 1","Ordinateurs",823.91,454,"TechSupply"
"TRX00001027",2023-03-27,"CLI00138","PROD0023","VEND016",1,300.93,300.93,"PayPal","Livré",3,"Kevin","Simon",27,"Femme","Nice",6000,2023-02-01,25,27671.31,"Nicolas Bertrand","Est",118,51300,"Écouteurs Sport","Audio",185.6,198,"ElectroWorld"
"TRX00001028",2023-03-27,"CLI00463","PROD0060","VEND009",5,579.64,2898.2,"CB","Livré",5,"Marc","Laurent",27,"Femme","Lyon",69000,2020-05-30,23,30341.41,"Julie Richard","Ouest",76,42900,"Pixel Ultra 2","Smartphones",252.16,150,"TechSupply"
"TRX00001029",2023-03-27,"CLI00225","PROD0080","VEND019",3,155.69,467.07,"CB","Livré",5,"Ethan","Roux",52,"Homme","Nice",6000,2021-05-19,16,13992.74,"Manon Fournier","Nord",39,32700,"Adaptateur USB 3","Accessoires",82.09,251,"TechSource"
"TRX00001030",2023-03-27,"CLI00458","PROD0065","VEND020",2,579.35,1158.7,"CB","Livré",5,"Diana","Leroy",31,"Homme","Nice",6000,2020-08-26,18,14212.3,"Antoine Girard","Ouest",59,69300,"Souris Gamer","Gaming",237.62,159,"ElectroWorld"
"TRX00001031",2023-03-27,"CLI00361","PROD0063","VEND001",5,798.86,3994.3,"CB","Livré",5,"Paula","Bertrand",18,"Homme","Lille",59000,2021-11-26,24,37418.58,"Sophie Martin","Est",92,44600,"Xiaomi Pro","Smartphones",419.86,493,"DigitalHub"
"TRX00001032",2023-03-27,"CLI00334","PROD0021","VEND002",1,743.3,743.3,"CB","Livré",4,"Quentin","Richard",36,"Femme","Paris",75000,2023-12-12,25,28038.49,"Pierre Dubois","Sud",34,78400,"Ultrabook Air 1","Ordinateurs",480.85,476,"TechSupply"
"TRX00001033",2023-03-27,"CLI00223","PROD0045","VEND017",5,130.51,652.55,"CB","Livré",3,"Tania","Petit",22,"Homme","Nantes",44000,2021-08-08,26,34886.64,"Sarah Roux","Sud",101,44800,"Hub USB-C","Accessoires",90.11,301,"TechSource"
"TRX00001034",2023-03-27,"CLI00377","PROD0039","VEND006",1,376.16,376.16,"PayPal","Livré",4,"Quentin","Bertrand",51,"Homme","Nice",6000,2023-02-06,18,11128.27,"Paul Bernard","Ouest",78,50000,"Galaxy Note Pro 2","Smartphones",299.31,126,"ElectroWorld"
"TRX00001035",2023-03-28,"CLI00016","PROD0079","VEND015",1,1079.75,1079.75,"CB","Livré",3,"Bob","David",56,"Homme","Marseille",13000,2023-01-18,30,25789.66,"Camille David","Est",57,55800,"Galaxy Note Pro 6","Smartphones",521.32,237,"ElectroWorld"
"TRX00001036",2023-03-28,"CLI00330","PROD0037","VEND009",1,206.83,206.83,"CB","Livré",4,"Hannah","Dubois",29,"Homme","Marseille",13000,2021-11-22,22,21979.87,"Julie Richard","Ouest",76,42900,"Carte Capture 1","Gaming",106.41,329,"TechSource"
"TRX00001037",2023-03-28,"CLI00346","PROD0008","VEND004",1,785.88,785.88,"Virement","Livré",4,"Rachel","Petit",37,"Femme","Strasbourg",67000,2020-02-12,26,27437.46,"Jean Moreau","Ouest",86,67300,"Laptop Pro 15","Ordinateurs",646.5,470,"GadgetPro"
"TRX00001038",2023-03-28,"CLI00104","PROD0082","VEND009",2,358.77,717.54,"PayPal","Livré",3,"Bob","Laurent",51,"Homme","Bordeaux",33000,2020-10-25,24,21634.96,"Julie Richard","Ouest",76,42900,"Microphone Studio 3","Audio",290.32,472,"TechSource"
"TRX00001039",2023-03-28,"CLI00037","PROD0018","VEND005",3,238.41,715.23,"PayPal","En cours",4,"Quentin","Petit",31,"Homme","Bordeaux",33000,2022-10-27,19,12433.43,"Anne Simon","Sud",62,30700,"Webcam HD","Accessoires",97.94,63,"ElectroWorld"
"TRX00001040",2023-03-28,"CLI00467","PROD0003","VEND009",3,691.61,2074.83,"PayPal","Livré",3,"Rachel","Bertrand",22,"Homme","Nice",6000,2021-05-10,26,22231.66,"Julie Richard","Ouest",76,42900,"OnePlus Flagship","Smartphones",509.04,277,"DigitalHub"
"TRX00001041",2023-03-28,"CLI00222","PROD0039","VEND015",2,596.81,1193.62,"CB","Livré",3,"Quentin","Garcia",31,"Homme","Nice",6000,2023-08-04,23,18547.87,"Camille David","Est",57,55800,"Galaxy Note Pro 2","Smartphones",299.31,126,"ElectroWorld"
"TRX00001042",2023-03-28,"CLI00210","PROD0061","VEND003",2,158.12,316.24,"CB","Livré",3,"Simon","Lefebvre",34,"Femme","Rennes",35000,2023-09-05,24,29393.76,"Marie Laurent","Est",35,65000,"Enceinte Portable 3","Audio",98.34,153,"TechSupply"
"TRX00001043",2023-03-28,"CLI00238","PROD0084","VEND010",1,360.85,360.85,"PayPal","Livré",5,"Simon","Michel",31,"Homme","Lyon",69000,2022-10-02,25,18084.82,"Luc Petit","Sud",7,37500,"Souris Gamer 2","Gaming",164.66,309,"GadgetPro"
"TRX00001044",2023-03-28,"CLI00456","PROD0071","VEND001",1,628.39,628.39,"CB","Livré",1,"Quentin","Richard",18,"Femme","Lyon",69000,2021-08-24,23,30233.42,"Sophie Martin","Est",92,44600,"Clavier Gaming RGB 1","Gaming",335.28,271,"ElectroWorld"
"TRX00001045",2023-03-28,"CLI00246","PROD0052","VEND012",5,726.85,3634.25,"CB","Livré",4,"Bob","Bernard",42,"Femme","Lille",59000,2020-08-29,15,21561.58,"Thomas Leroy","Est",89,40800,"Phone X12 1","Smartphones",456.46,334,"TechSupply"
"TRX00001046",2023-03-28,"CLI00465","PROD0028","VEND018",4,338.33,1353.32,"CB","Livré",6,"Rachel","Thomas",19,"Homme","Lyon",69000,2023-07-14,12,11240.5,"Julien Lefebvre","Sud",44,41200,"Casque Gaming 1","Audio",164.45,84,"TechSource"
"TRX00001047",2023-03-28,"CLI00416","PROD0008","VEND011",2,1589.36,3178.72,"CB","Livré",5,"Charlie","Bernard",35,"Homme","Nice",6000,2021-12-01,10,9073.55,"Emma Durand","Nord",31,50800,"Laptop Pro 15","Ordinateurs",646.5,470,"GadgetPro"
"TRX00001048",2023-03-28,"CLI00186","PROD0071","VEND015",2,559.08,1118.16,"CB","Livré",6,"Kevin","Leroy",49,"Femme","Lyon",69000,2023-03-18,24,19247.39,"Camille David","Est",57,55800,"Clavier Gaming RGB 1","Gaming",335.28,271,"ElectroWorld"
"TRX00001049",2023-03-28,"CLI00464","PROD0039","VEND001",5,553.46,2767.3,"CB","Livré",2,"Nina","Laurent",52,"Homme","Nantes",44000,2022-03-09,21,16832.4,"Sophie Martin","Est",92,44600,"Galaxy Note Pro 2","Smartphones",299.31,126,"ElectroWorld"
